,flo_in,sed_in
2008-06-29,160.,.685E+05
2008-06-30,17.8,.573E+04
2008-07-01,14.2,.378E+04
2008-07-02,13.8,.355E+04
2008-07-03,13.9,.358E+04
2008-07-04,14.1,.371E+04
2008-07-05,13.7,.354E+04
2008-07-06,13.7,.354E+04
2008-07-07,17.5,.566E+04
2008-07-08,13.8,.355E+04
2008-07-09,13.8,.355E+04
2008-07-10,13.7,.353E+04
2008-07-11,13.6,.353E+04
2008-07-12,13.6,.353E+04
2008-07-13,13.6,.353E+04
2008-07-14,13.5,.345E+04
2008-07-15,13.6,.353E+04
2008-07-16,13.7,.353E+04
2008-07-17,13.4,.327E+04
2008-07-18,13.8,.353E+04
2008-07-19,13.3,.326E+04
2008-07-20,13.4,.346E+04
2008-07-21,13.3,.324E+04
2008-07-22,13.1,.320E+04
2008-07-23,13.1,.320E+04
2008-07-24,12.9,.321E+04
2008-07-25,13.0,.321E+04
2008-07-26,13.1,.320E+04
2008-07-27,51.2,.231E+05
2008-07-28,12.3,.260E+04
2008-07-29,14.4,.374E+04
2008-07-30,11.8,.219E+04
2008-07-31,11.5,.205E+04
2008-08-01,11.1,.184E+04
2008-08-02,10.8,.159E+04
2008-08-03,10.4,.144E+04
2008-08-04,10.0,.125E+04
2008-08-05,21.8,.771E+04
2008-08-06,9.41,.102E+04
2008-08-07,8.96,883.
2008-08-08,8.83,844.
2008-08-09,8.64,734.
2008-08-10,8.48,712.
2008-08-11,8.81,844.
2008-08-12,7.08,206.
2008-08-13,6.82,182.
2008-08-14,6.69,158.
2008-08-15,6.46,128.
2008-08-16,31.5,.132E+05
2008-08-17,23.3,.881E+04
2008-08-18,6.31,119.
2008-08-19,28.4,.116E+05
2008-08-20,50.1,.232E+05
2008-08-21,7.50,431.
2008-08-22,6.13,99.3
2008-08-23,6.09,99.2
2008-08-24,6.00,102.
2008-08-25,5.99,102.
2008-08-26,6.01,145.
2008-08-27,5.76,85.5
2008-08-28,36.5,.160E+05
2008-08-29,80.3,.375E+05
2008-08-30,17.8,.596E+04
2008-08-31,63.9,.300E+05
2008-09-01,5.50,55.6
2008-09-02,5.51,55.4
2008-09-03,5.31,50.0
2008-09-04,5.45,55.3
2008-09-05,5.38,54.9
2008-09-06,5.35,54.9
2008-09-07,5.26,56.9
2008-09-08,5.23,49.9
2008-09-09,5.14,49.6
2008-09-10,3.83,48.4
2008-09-11,177.,.757E+05
2008-09-12,24.6,.102E+05
2008-09-13,4.67,99.3
2008-09-14,4.22,53.1
2008-09-15,4.29,53.3
2008-09-16,7.57,655.
2008-09-17,1.40,.542E-03
2008-09-18,1.76,.426E-01
2008-09-19,3.97,22.6
2008-09-20,71.1,.337E+05
2008-09-21,32.3,.140E+05
2008-09-22,16.0,.481E+04
2008-09-23,2.38,3.94
2008-09-24,2.56,5.60
2008-09-25,2.65,6.73
2008-09-26,3.84,21.5
2008-09-27,3.01,10.5
2008-09-28,3.15,13.3
2008-09-29,42.1,.192E+05
2008-09-30,15.6,.465E+04
2008-10-01,32.1,.138E+05
2008-10-02,3.64,18.4
2008-10-03,3.75,20.5
2008-10-04,3.79,20.5
2008-10-05,4.68,33.6
2008-10-06,58.9,.278E+05
2008-10-07,4.20,27.1
2008-10-08,70.0,.330E+05
2008-10-09,4.49,30.2
2008-10-10,4.56,31.0
2008-10-11,10.8,.207E+04
2008-10-12,4.77,34.1
2008-10-13,4.88,35.8
2008-10-14,10.4,.182E+04
2008-10-15,5.33,51.9
2008-10-16,5.17,48.4
2008-10-17,5.27,55.9
2008-10-18,5.38,54.1
2008-10-19,18.6,.628E+04
2008-10-20,5.69,94.1
2008-10-21,5.65,83.9
2008-10-22,5.74,102.
2008-10-23,5.94,140.
2008-10-24,598.,.198E+06
2008-10-25,45.8,.207E+05
2008-10-26,13.2,.302E+04
2008-10-27,9.58,.128E+04
2008-10-28,6.80,288.
2008-10-29,6.62,243.
2008-10-30,6.73,285.
2008-10-31,6.81,284.
2008-11-01,6.87,324.
2008-11-02,6.97,317.
2008-11-03,7.14,378.
2008-11-04,7.17,380.
2008-11-05,7.29,457.
2008-11-06,7.43,466.
2008-11-07,7.47,467.
2008-11-08,7.60,549.
2008-11-09,7.72,633.
2008-11-10,8.69,970.
2008-11-11,7.96,638.
2008-11-12,8.05,665.
2008-11-13,8.00,706.
2008-11-14,8.06,709.
2008-11-15,8.18,769.
2008-11-16,10.1,.161E+04
2008-11-17,8.33,835.
2008-11-18,8.37,835.
2008-11-19,8.45,913.
2008-11-20,8.53,911.
2008-11-21,8.56,911.
2008-11-22,8.64,929.
2008-11-23,8.67,928.
2008-11-24,57.0,.263E+05
2008-11-25,27.4,.111E+05
2008-11-26,9.02,.109E+04
2008-11-27,9.09,.112E+04
2008-11-28,242.,.953E+05
2008-11-29,17.0,.515E+04
2008-11-30,10.2,.160E+04
2008-12-01,9.36,.115E+04
2008-12-02,50.1,.229E+05
2008-12-03,9.38,.115E+04
2008-12-04,9.44,.118E+04
2008-12-05,18.6,.627E+04
2008-12-06,9.57,.137E+04
2008-12-07,9.66,.139E+04
2008-12-08,9.69,.139E+04
2008-12-09,52.3,.239E+05
2008-12-10,23.6,.895E+04
2008-12-11,9.92,.149E+04
2008-12-12,10.0,.148E+04
2008-12-13,10.1,.164E+04
2008-12-14,33.7,.144E+05
2008-12-15,10.3,.167E+04
2008-12-16,10.3,.169E+04
2008-12-17,28.9,.118E+05
2008-12-18,10.5,.174E+04
2008-12-19,10.6,.176E+04
2008-12-20,10.6,.176E+04
2008-12-21,10.6,.177E+04
2008-12-22,46.2,.208E+05
2008-12-23,10.9,.200E+04
2008-12-24,11.0,.200E+04
2008-12-25,11.0,.200E+04
2008-12-26,11.1,.203E+04
2008-12-27,11.1,.203E+04
2008-12-28,11.2,.208E+04
2008-12-29,11.2,.207E+04
2008-12-30,11.3,.213E+04
2008-12-31,11.4,.228E+04
2009-01-01,11.4,.228E+04
2009-01-02,11.5,.231E+04
2009-01-03,11.5,.232E+04
2009-01-04,11.6,.232E+04
2009-01-05,11.6,.236E+04
2009-01-06,11.7,.237E+04
2009-01-07,11.7,.237E+04
2009-01-08,11.7,.237E+04
2009-01-09,37.0,.160E+05
2009-01-10,11.8,.243E+04
2009-01-11,11.9,.243E+04
2009-01-12,11.9,.243E+04
2009-01-13,11.9,.242E+04
2009-01-14,11.9,.243E+04
2009-01-15,11.9,.243E+04
2009-01-16,11.9,.244E+04
2009-01-17,12.0,.246E+04
2009-01-18,12.0,.246E+04
2009-01-19,13.2,.319E+04
2009-01-20,12.0,.253E+04
2009-01-21,18.3,.602E+04
2009-01-22,25.8,.100E+05
2009-01-23,68.7,.317E+05
2009-01-24,45.9,.204E+05
2009-01-25,12.1,.253E+04
2009-01-26,12.1,.253E+04
2009-01-27,12.1,.253E+04
2009-01-28,12.2,.261E+04
2009-01-29,13.0,.295E+04
2009-01-30,159.,.687E+05
2009-01-31,305.,.114E+06
2009-02-01,44.8,.192E+05
2009-02-02,20.3,.686E+04
2009-02-03,15.0,.401E+04
2009-02-04,13.4,.320E+04
2009-02-05,12.9,.287E+04
2009-02-06,12.6,.276E+04
2009-02-07,12.7,.277E+04
2009-02-08,12.7,.277E+04
2009-02-09,12.8,.288E+04
2009-02-10,12.8,.281E+04
2009-02-11,12.9,.287E+04
2009-02-12,12.8,.289E+04
2009-02-13,12.9,.295E+04
2009-02-14,12.8,.288E+04
2009-02-15,13.0,.303E+04
2009-02-16,13.0,.306E+04
2009-02-17,13.1,.306E+04
2009-02-18,13.1,.306E+04
2009-02-19,13.2,.310E+04
2009-02-20,52.0,.234E+05
2009-02-21,13.3,.311E+04
2009-02-22,13.2,.311E+04
2009-02-23,70.1,.321E+05
2009-02-24,13.5,.320E+04
2009-02-25,13.5,.327E+04
2009-02-26,13.7,.338E+04
2009-02-27,61.9,.282E+05
2009-02-28,13.6,.327E+04
2009-03-01,13.6,.328E+04
2009-03-02,13.6,.327E+04
2009-03-03,27.4,.109E+05
2009-03-04,18.7,.612E+04
2009-03-05,13.7,.338E+04
2009-03-06,495.,.162E+06
2009-03-07,137.,.583E+05
2009-03-08,24.0,.866E+04
2009-03-09,15.4,.411E+04
2009-03-10,30.8,.123E+05
2009-03-11,15.0,.400E+04
2009-03-12,14.1,.351E+04
2009-03-13,14.0,.351E+04
2009-03-14,132.,.570E+05
2009-03-15,23.0,.818E+04
2009-03-16,15.5,.424E+04
2009-03-17,14.3,.355E+04
2009-03-18,14.1,.355E+04
2009-03-19,14.2,.356E+04
2009-03-20,27.4,.109E+05
2009-03-21,14.4,.370E+04
2009-03-22,16.9,.504E+04
2009-03-23,19.3,.640E+04
2009-03-24,14.6,.378E+04
2009-03-25,26.8,.106E+05
2009-03-26,14.5,.376E+04
2009-03-27,14.8,.386E+04
2009-03-28,14.6,.383E+04
2009-03-29,14.6,.383E+04
2009-03-30,14.6,.383E+04
2009-03-31,14.6,.383E+04
2009-04-01,34.3,.143E+05
2009-04-02,61.4,.279E+05
2009-04-03,14.6,.384E+04
2009-04-04,14.6,.384E+04
2009-04-05,14.6,.386E+04
2009-04-06,14.6,.386E+04
2009-04-07,14.3,.351E+04
2009-04-08,13.9,.323E+04
2009-04-09,13.6,.306E+04
2009-04-10,13.2,.276E+04
2009-04-11,13.0,.259E+04
2009-04-12,12.9,.245E+04
2009-04-13,12.3,.216E+04
2009-04-14,49.1,.215E+05
2009-04-15,38.4,.162E+05
2009-04-16,11.5,.176E+04
2009-04-17,23.5,.831E+04
2009-04-18,10.9,.148E+04
2009-04-19,10.6,.147E+04
2009-04-20,10.4,.137E+04
2009-04-21,28.4,.111E+05
2009-04-22,9.58,888.
2009-04-23,9.17,702.
2009-04-24,9.18,765.
2009-04-25,336.,.123E+06
2009-04-26,25.4,.924E+04
2009-04-27,11.0,.172E+04
2009-04-28,8.92,886.
2009-04-29,8.60,766.
2009-04-30,8.42,708.
2009-05-01,8.39,706.
2009-05-02,8.41,756.
2009-05-03,7.93,818.
2009-05-04,8.01,900.
2009-05-05,16.7,.534E+04
2009-05-06,9.99,.179E+04
2009-05-07,14.6,.423E+04
2009-05-08,99.9,.456E+05
2009-05-09,8.73,.113E+04
2009-05-10,8.43,994.
2009-05-11,8.81,.112E+04
2009-05-12,8.80,.113E+04
2009-05-13,8.97,.122E+04
2009-05-14,8.91,.122E+04
2009-05-15,9.15,.130E+04
2009-05-16,9.21,.131E+04
2009-05-17,16.7,.534E+04
2009-05-18,9.33,.143E+04
2009-05-19,9.29,.137E+04
2009-05-20,9.37,.141E+04
2009-05-21,9.37,.141E+04
2009-05-22,9.65,.150E+04
2009-05-23,9.72,.150E+04
2009-05-24,35.2,.151E+05
2009-05-25,31.7,.134E+05
2009-05-26,9.97,.165E+04
2009-05-27,9.96,.158E+04
2009-05-28,39.9,.176E+05
2009-05-29,89.8,.412E+05
2009-05-30,11.4,.228E+04
2009-05-31,49.5,.224E+05
2009-06-01,15.3,.441E+04
2009-06-02,10.3,.169E+04
2009-06-03,10.5,.175E+04
2009-06-04,10.6,.184E+04
2009-06-05,11.3,.220E+04
2009-06-06,34.1,.144E+05
2009-06-07,10.7,.186E+04
2009-06-08,10.9,.202E+04
2009-06-09,10.8,.201E+04
2009-06-10,10.9,.201E+04
2009-06-11,33.2,.140E+05
2009-06-12,10.9,.201E+04
2009-06-13,10.9,.201E+04
2009-06-14,24.2,.920E+04
2009-06-15,21.6,.782E+04
2009-06-16,257.,.998E+05
2009-06-17,40.4,.174E+05
2009-06-18,12.5,.263E+04
2009-06-19,11.5,.213E+04
2009-06-20,11.3,.213E+04
2009-06-21,601.,.184E+06
2009-06-22,121.,.515E+05
2009-06-23,18.3,.567E+04
2009-06-24,101.,.453E+05
2009-06-25,19.7,.645E+04
2009-06-26,12.8,.273E+04
2009-06-27,11.8,.222E+04
2009-06-28,25.2,.961E+04
2009-06-29,18.2,.574E+04
2009-06-30,47.3,.207E+05
2009-07-01,14.6,.373E+04
2009-07-02,49.2,.218E+05
2009-07-03,14.0,.341E+04
2009-07-04,53.8,.240E+05
2009-07-05,15.6,.423E+04
2009-07-06,19.3,.648E+04
2009-07-07,12.6,.273E+04
2009-07-08,12.9,.280E+04
2009-07-09,13.2,.304E+04
2009-07-10,12.7,.275E+04
2009-07-11,12.9,.287E+04
2009-07-12,12.9,.286E+04
2009-07-13,12.8,.287E+04
2009-07-14,13.0,.287E+04
2009-07-15,12.9,.287E+04
2009-07-16,13.0,.286E+04
2009-07-17,13.3,.310E+04
2009-07-18,13.2,.305E+04
2009-07-19,13.0,.290E+04
2009-07-20,13.1,.290E+04
2009-07-21,25.3,.960E+04
2009-07-22,13.4,.310E+04
2009-07-23,14.0,.341E+04
2009-07-24,13.1,.288E+04
2009-07-25,13.0,.286E+04
2009-07-26,12.9,.286E+04
2009-07-27,85.8,.389E+05
2009-07-28,21.1,.729E+04
2009-07-29,13.3,.303E+04
2009-07-30,13.0,.286E+04
2009-07-31,13.1,.287E+04
2009-08-01,13.0,.286E+04
2009-08-02,13.0,.286E+04
2009-08-03,13.3,.303E+04
2009-08-04,12.9,.279E+04
2009-08-05,12.7,.275E+04
2009-08-06,12.8,.273E+04
2009-08-07,37.7,.160E+05
2009-08-08,14.0,.340E+04
2009-08-09,14.0,.336E+04
2009-08-10,31.1,.127E+05
2009-08-11,12.8,.273E+04
2009-08-12,12.5,.270E+04
2009-08-13,12.3,.246E+04
2009-08-14,12.3,.246E+04
2009-08-15,12.2,.244E+04
2009-08-16,12.2,.244E+04
2009-08-17,11.9,.229E+04
2009-08-18,11.6,.201E+04
2009-08-19,11.3,.183E+04
2009-08-20,11.0,.172E+04
2009-08-21,5.42,8.91
2009-08-22,6.86,26.0
2009-08-23,5.47,9.51
2009-08-24,2.35,3.71
2009-08-25,2.45,4.87
2009-08-26,1.47,.367E-05
2009-08-27,1.38,.197E-05
2009-08-28,1.42,.130E-05
2009-08-29,1.47,.104E-05
2009-08-30,18.6,.589E+04
2009-08-31,445.,.152E+06
2009-09-01,25.8,.958E+04
2009-09-02,5.93,76.5
2009-09-03,2.88,5.85
2009-09-04,2.41,2.55
2009-09-05,2.30,2.21
2009-09-06,2.41,3.02
2009-09-07,2.49,4.88
2009-09-08,2.94,9.36
2009-09-09,2.71,7.02
2009-09-10,2.68,6.48
2009-09-11,2.78,9.56
2009-09-12,49.8,.229E+05
2009-09-13,2.99,10.0
2009-09-14,3.17,13.2
2009-09-15,3.38,16.0
2009-09-16,8.72,986.
2009-09-17,3.44,17.1
2009-09-18,3.58,18.0
2009-09-19,3.73,21.1
2009-09-20,3.66,20.1
2009-09-21,3.77,22.1
2009-09-22,3.79,22.5
2009-09-23,3.91,23.6
2009-09-24,4.04,25.7
2009-09-25,4.08,25.8
2009-09-26,4.17,27.9
2009-09-27,4.33,29.2
2009-09-28,4.30,28.2
2009-09-29,4.60,31.9
2009-09-30,4.65,34.0
2009-10-01,4.67,33.9
2009-10-02,41.8,.186E+05
2009-10-03,47.2,.215E+05
2009-10-04,4.74,33.9
2009-10-05,18.5,.611E+04
2009-10-06,72.6,.339E+05
2009-10-07,82.5,.382E+05
2009-10-08,600.,.185E+06
2009-10-09,42.4,.187E+05
2009-10-10,11.5,.195E+04
2009-10-11,6.50,151.
2009-10-12,5.67,71.1
2009-10-13,27.5,.110E+05
2009-10-14,5.62,80.0
2009-10-15,5.69,67.3
2009-10-16,5.74,71.2
2009-10-17,5.84,94.5
2009-10-18,5.91,84.9
2009-10-19,6.01,83.5
2009-10-20,6.13,141.
2009-10-21,6.19,141.
2009-10-22,6.29,166.
2009-10-23,6.44,156.
2009-10-24,6.64,218.
2009-10-25,6.77,259.
2009-10-26,871.,.276E+06
2009-10-27,79.7,.367E+05
2009-10-28,18.6,.557E+04
2009-10-29,9.80,.123E+04
2009-10-30,7.89,508.
2009-10-31,7.59,415.
2009-11-01,71.5,.331E+05
2009-11-02,40.1,.174E+05
2009-11-03,8.26,591.
2009-11-04,8.00,587.
2009-11-05,8.14,605.
2009-11-06,8.22,606.
2009-11-07,8.36,658.
2009-11-08,8.50,734.
2009-11-09,8.58,790.
2009-11-10,49.6,.224E+05
2009-11-11,605.,.186E+06
2009-11-12,116.,.495E+05
2009-11-13,437.,.150E+06
2009-11-14,361.,.129E+06
2009-11-15,55.9,.251E+05
2009-11-16,20.7,.681E+04
2009-11-17,328.,.121E+06
2009-11-18,45.8,.199E+05
2009-11-19,142.,.605E+05
2009-11-20,26.3,.963E+04
2009-11-21,14.3,.335E+04
2009-11-22,12.3,.236E+04
2009-11-23,11.3,.189E+04
2009-11-24,24.1,.861E+04
2009-11-25,215.,.884E+05
2009-11-26,76.5,.344E+05
2009-11-27,20.9,.686E+04
2009-11-28,13.9,.322E+04
2009-11-29,12.5,.245E+04
2009-11-30,83.0,.374E+05
2009-12-01,18.5,.562E+04
2009-12-02,13.4,.290E+04
2009-12-03,514.,.168E+06
2009-12-04,69.4,.313E+05
2009-12-05,361.,.130E+06
2009-12-06,53.8,.236E+05
2009-12-07,22.1,.737E+04
2009-12-08,15.7,.405E+04
2009-12-09,14.0,.315E+04
2009-12-10,13.5,.299E+04
2009-12-11,365.,.131E+06
2009-12-12,157.,.657E+05
2009-12-13,31.9,.124E+05
2009-12-14,17.9,.518E+04
2009-12-15,14.9,.370E+04
2009-12-16,14.2,.332E+04
2009-12-17,14.0,.315E+04
2009-12-18,13.9,.315E+04
2009-12-19,14.0,.324E+04
2009-12-20,14.1,.324E+04
2009-12-21,14.1,.331E+04
2009-12-22,14.2,.334E+04
2009-12-23,14.2,.334E+04
2009-12-24,14.2,.338E+04
2009-12-25,14.3,.339E+04
2009-12-26,14.3,.339E+04
2009-12-27,14.4,.339E+04
2009-12-28,34.8,.143E+05
2009-12-29,14.5,.347E+04
2009-12-30,14.6,.347E+04
2009-12-31,14.5,.347E+04
2010-01-01,14.6,.348E+04
2010-01-02,14.6,.348E+04
2010-01-03,14.6,.351E+04
2010-01-04,14.6,.359E+04
2010-01-05,14.7,.358E+04
2010-01-06,14.7,.359E+04
2010-01-07,14.7,.359E+04
2010-01-08,14.6,.351E+04
2010-01-09,14.6,.351E+04
2010-01-10,14.6,.351E+04
2010-01-11,14.7,.359E+04
2010-01-12,31.7,.126E+05
2010-01-13,17.3,.493E+04
2010-01-14,14.6,.350E+04
2010-01-15,14.6,.348E+04
2010-01-16,14.6,.348E+04
2010-01-17,14.6,.347E+04
2010-01-18,14.5,.347E+04
2010-01-19,14.5,.344E+04
2010-01-20,14.4,.338E+04
2010-01-21,14.4,.338E+04
2010-01-22,14.4,.338E+04
2010-01-23,14.4,.338E+04
2010-01-24,14.3,.339E+04
2010-01-25,14.3,.339E+04
2010-01-26,14.3,.338E+04
2010-01-27,14.2,.334E+04
2010-01-28,14.1,.334E+04
2010-01-29,15.4,.397E+04
2010-01-30,14.1,.323E+04
2010-01-31,14.0,.324E+04
2010-02-01,78.1,.352E+05
2010-02-02,14.1,.331E+04
2010-02-03,14.0,.315E+04
2010-02-04,13.9,.307E+04
2010-02-05,13.8,.306E+04
2010-02-06,13.8,.306E+04
2010-02-07,13.7,.306E+04
2010-02-08,13.7,.301E+04
2010-02-09,13.5,.299E+04
2010-02-10,13.7,.299E+04
2010-02-11,44.1,.190E+05
2010-02-12,16.3,.447E+04
2010-02-13,17.8,.527E+04
2010-02-14,14.6,.350E+04
2010-02-15,70.4,.317E+05
2010-02-16,13.5,.291E+04
2010-02-17,13.5,.293E+04
2010-02-18,30.4,.120E+05
2010-02-19,13.4,.282E+04
2010-02-20,13.3,.274E+04
2010-02-21,13.3,.274E+04
2010-02-22,13.3,.273E+04
2010-02-23,13.1,.268E+04
2010-02-24,13.1,.268E+04
2010-02-25,13.0,.267E+04
2010-02-26,19.6,.631E+04
2010-02-27,199.,.819E+05
2010-02-28,56.2,.249E+05
2010-03-01,17.9,.526E+04
2010-03-02,17.4,.491E+04
2010-03-03,13.3,.268E+04
2010-03-04,30.5,.119E+05
2010-03-05,42.8,.181E+05
2010-03-06,32.8,.130E+05
2010-03-07,36.9,.149E+05
2010-03-08,15.2,.369E+04
2010-03-09,543.,.175E+06
2010-03-10,436.,.148E+06
2010-03-11,74.4,.332E+05
2010-03-12,26.0,.924E+04
2010-03-13,17.1,.465E+04
2010-03-14,14.8,.348E+04
2010-03-15,14.1,.305E+04
2010-03-16,108.,.480E+05
2010-03-17,18.8,.554E+04
2010-03-18,16.3,.431E+04
2010-03-19,14.0,.305E+04
2010-03-20,13.7,.300E+04
2010-03-21,14.0,.305E+04
2010-03-22,13.9,.305E+04
2010-03-23,14.4,.331E+04
2010-03-24,74.7,.336E+05
2010-03-25,357.,.129E+06
2010-03-26,53.9,.230E+05
2010-03-27,21.9,.708E+04
2010-03-28,16.5,.438E+04
2010-03-29,15.4,.371E+04
2010-03-30,14.5,.336E+04
2010-03-31,14.3,.324E+04
2010-04-01,14.2,.316E+04
2010-04-02,15.4,.382E+04
2010-04-03,14.4,.336E+04
2010-04-04,14.5,.337E+04
2010-04-05,40.0,.167E+05
2010-04-06,14.5,.336E+04
2010-04-07,25.2,.915E+04
2010-04-08,14.6,.336E+04
2010-04-09,14.5,.336E+04
2010-04-10,14.5,.336E+04
2010-04-11,14.4,.328E+04
2010-04-12,89.5,.400E+05
2010-04-13,137.,.591E+05
2010-04-14,24.1,.826E+04
2010-04-15,219.,.887E+05
2010-04-16,122.,.528E+05
2010-04-17,375.,.133E+06
2010-04-18,62.9,.276E+05
2010-04-19,24.3,.837E+04
2010-04-20,25.7,.918E+04
2010-04-21,19.9,.624E+04
2010-04-22,399.,.139E+06
2010-04-23,56.7,.245E+05
2010-04-24,23.1,.765E+04
2010-04-25,16.9,.456E+04
2010-04-26,15.5,.380E+04
2010-04-27,35.1,.139E+05
2010-04-28,509.,.167E+06
2010-04-29,80.3,.356E+05
2010-04-30,25.4,.877E+04
2010-05-01,16.9,.429E+04
2010-05-02,14.6,.298E+04
2010-05-03,13.6,.239E+04
2010-05-04,13.2,.207E+04
2010-05-05,12.9,.204E+04
2010-05-06,12.4,.176E+04
2010-05-07,16.7,.401E+04
2010-05-08,12.1,.166E+04
2010-05-09,11.4,.140E+04
2010-05-10,11.2,.136E+04
2010-05-11,25.7,.895E+04
2010-05-12,56.9,.252E+05
2010-05-13,10.5,.105E+04
2010-05-14,10.2,970.
2010-05-15,9.06,615.
2010-05-16,8.77,603.
2010-05-17,8.58,558.
2010-05-18,8.47,558.
2010-05-19,9.34,933.
2010-05-20,30.0,.121E+05
2010-05-21,7.75,557.
2010-05-22,7.84,557.
2010-05-23,47.2,.209E+05
2010-05-24,165.,.695E+05
2010-05-25,11.3,.188E+04
2010-05-26,13.7,.316E+04
2010-05-27,25.3,.950E+04
2010-05-28,8.41,683.
2010-05-29,8.60,818.
2010-05-30,8.60,816.
2010-05-31,8.55,818.
2010-06-01,8.64,813.
2010-06-02,8.66,822.
2010-06-03,8.64,830.
2010-06-04,52.3,.233E+05
2010-06-05,27.6,.109E+05
2010-06-06,9.07,981.
2010-06-07,9.02,924.
2010-06-08,9.40,.104E+04
2010-06-09,10.1,.143E+04
2010-06-10,9.44,.113E+04
2010-06-11,9.53,.114E+04
2010-06-12,9.40,.111E+04
2010-06-13,9.57,.115E+04
2010-06-14,99.4,.446E+05
2010-06-15,21.4,.729E+04
2010-06-16,47.2,.208E+05
2010-06-17,9.95,.127E+04
2010-06-18,50.8,.225E+05
2010-06-19,51.2,.226E+05
2010-06-20,10.3,.139E+04
2010-06-21,10.4,.138E+04
2010-06-22,10.4,.139E+04
2010-06-23,74.6,.336E+05
2010-06-24,10.8,.165E+04
2010-06-25,10.7,.149E+04
2010-06-26,10.8,.158E+04
2010-06-27,14.7,.358E+04
2010-06-28,12.3,.225E+04
2010-06-29,13.7,.300E+04
2010-06-30,23.5,.829E+04
2010-07-01,11.2,.175E+04
2010-07-02,11.3,.178E+04
2010-07-03,11.3,.179E+04
2010-07-04,11.4,.179E+04
2010-07-05,11.5,.192E+04
2010-07-06,11.5,.194E+04
2010-07-07,24.8,.903E+04
2010-07-08,12.0,.205E+04
2010-07-09,36.9,.152E+05
2010-07-10,11.5,.188E+04
2010-07-11,11.7,.193E+04
2010-07-12,11.6,.193E+04
2010-07-13,18.3,.549E+04
2010-07-14,13.8,.300E+04
2010-07-15,11.6,.187E+04
2010-07-16,11.5,.187E+04
2010-07-17,11.5,.187E+04
2010-07-18,11.5,.187E+04
2010-07-19,11.5,.180E+04
2010-07-20,11.5,.180E+04
2010-07-21,11.5,.180E+04
2010-07-22,11.5,.180E+04
2010-07-23,11.5,.180E+04
2010-07-24,11.5,.187E+04
2010-07-25,141.,.606E+05
2010-07-26,44.7,.191E+05
2010-07-27,11.6,.178E+04
2010-07-28,11.5,.178E+04
2010-07-29,13.4,.271E+04
2010-07-30,19.1,.591E+04
2010-07-31,11.3,.175E+04
2010-08-01,11.3,.176E+04
2010-08-02,190.,.793E+05
2010-08-03,16.7,.429E+04
2010-08-04,11.8,.192E+04
2010-08-05,11.2,.166E+04
2010-08-06,11.2,.166E+04
2010-08-07,11.0,.158E+04
2010-08-08,11.1,.165E+04
2010-08-09,11.2,.165E+04
2010-08-10,8.33,.164E+04
2010-08-11,8.45,.164E+04
2010-08-12,8.80,.164E+04
2010-08-13,8.81,.164E+04
2010-08-14,2.75,3.52
2010-08-15,3.06,6.12
2010-08-16,3.07,5.79
2010-08-17,3.26,6.21
2010-08-18,3.45,7.44
2010-08-19,3.64,9.14
2010-08-20,3.65,8.49
2010-08-21,3.39,6.33
2010-08-22,3.21,4.87
2010-08-23,3.19,4.66
2010-08-24,2.09,.121
2010-08-25,2.03,.108
2010-08-26,2.01,.888E-01
2010-08-27,2.00,.776E-01
2010-08-28,1.91,.614E-01
2010-08-29,1.95,.545E-01
2010-08-30,1.95,.520E-01
2010-08-31,1.88,.366E-01
2010-09-01,1.89,.341E-01
2010-09-02,1.93,.341E-01
2010-09-03,1.79,.151E-01
2010-09-04,1.90,.213E-01
2010-09-05,1.92,.355E-01
2010-09-06,1.86,.206
2010-09-07,1.87,.206
2010-09-08,323.,.120E+06
2010-09-09,18.8,.523E+04
2010-09-10,4.07,16.4
2010-09-11,2.03,.207
2010-09-12,2.04,.357
2010-09-13,2.12,.703
2010-09-14,1.91,.345
2010-09-15,1.96,.348
2010-09-16,698.,.207E+06
2010-09-17,50.7,.225E+05
2010-09-18,10.3,.103E+04
2010-09-19,3.57,12.6
2010-09-20,2.41,2.16
2010-09-21,1.97,.724
2010-09-22,1.85,.575
2010-09-23,180.,.766E+05
2010-09-24,11.8,.187E+04
2010-09-25,125.,.550E+05
2010-09-26,5.33,35.6
2010-09-27,200.,.831E+05
2010-09-28,.140E+04,.373E+06
2010-09-29,119.,.529E+05
2010-09-30,223.,.902E+05
2010-10-01,29.4,.109E+05
2010-10-02,10.5,.133E+04
2010-10-03,5.64,53.2
2010-10-04,9.34,922.
2010-10-05,3.64,16.5
2010-10-06,3.66,17.5
2010-10-07,3.80,19.7
2010-10-08,4.00,22.1
2010-10-09,393.,.138E+06
2010-10-10,585.,.184E+06
2010-10-11,67.1,.302E+05
2010-10-12,18.3,.512E+04
2010-10-13,9.74,997.
2010-10-14,6.87,167.
2010-10-15,6.13,63.8
2010-10-16,6.01,57.0
2010-10-17,6.19,65.7
2010-10-18,6.41,104.
2010-10-19,6.69,125.
2010-10-20,6.93,183.
2010-10-21,9.67,.100E+04
2010-10-22,7.34,244.
2010-10-23,7.51,283.
2010-10-24,148.,.633E+05
2010-10-25,49.6,.214E+05
2010-10-26,13.3,.254E+04
2010-10-27,9.23,720.
2010-10-28,432.,.149E+06
2010-10-29,61.2,.268E+05
2010-10-30,.103E+04,.294E+06
2010-10-31,179.,.741E+05
2010-11-01,917.,.266E+06
