,降水量,気温.1,気温.2,風向・風速,日照 時間 (h,day,mean
2004-02-15,0.0,11.5,0.6,2.4,8.9,5.2571,5.3426
2004-02-16,0.0,11.8,-2.7,1.4,9.3,4.7625,5.7031
2004-02-17,0.0,12.6,-3.0,0.8,6.7,4.8042,5.926
2004-02-18,0.0,13.2,-3.5,0.8,9.6,5.4917,6.1271
2004-02-19,0.0,11.9,-4.5,1.1,8.9,5.2292,6.2568
2004-02-20,0.0,7.2,0.8,1.8,0.3,5.3667,6.3088
2004-02-21,0.0,18.8,0.4,0.5,6.6,5.1333,6.3062
2004-02-22,0.0,21.9,1.7,2.8,8.1,6.6958,6.3052
2004-02-23,7.0,16.2,-0.7,2.9,9.9,8.1417,6.1088
2004-02-24,0.0,9.7,-3.8,1.0,9.0,6.5458,5.662
2004-02-25,0.0,16.8,0.1,0.9,5.9,6.4125,5.3948
2004-02-26,0.0,18.4,-1.0,1.3,7.1,6.5292,5.1807
2004-02-27,0.0,11.0,-4.4,1.3,9.9,5.6458,5.0661
2004-02-28,0.0,10.2,-4.2,0.8,8.2,5.3458,5.1276
2004-02-29,0.0,15.5,-1.4,0.7,0.9,5.125,5.1255
2004-03-01,4.0,5.9,-2.6,1.8,0.0,5.125,5.1797
2004-03-02,0.0,6.2,-4.2,1.3,3.1,4.5667,5.3448
2004-03-03,0.0,5.9,-4.1,1.3,5.3,4.4083,5.6552
2004-03-04,0.0,10.3,-0.5,1.8,3.3,4.7,6.4531
2004-03-05,0.0,12.1,-6.3,1.6,9.1,5.6125,6.8151
2004-03-06,2.0,13.3,-0.2,2.7,6.2,6.1375,7.0354
2004-03-07,0.0,9.9,-5.1,1.2,9.4,5.3292,7.226
2004-03-08,0.0,10.6,-6.3,0.9,10.4,5.5583,7.5302
2004-03-09,0.0,13.6,-2.5,0.9,7.2,6.4458,7.7755
2004-03-10,0.0,17.8,-2.3,1.9,9.8,7.05,8.1167
2004-03-11,0.0,21.7,8.6,2.8,6.1,10.7917,8.2141
2004-03-12,0.0,8.8,0.6,1.4,0.0,7.5958,7.6318
2004-03-13,0.0,16.1,-2.4,1.5,8.2,7.375,7.363
2004-03-14,0.0,16.1,-2.9,1.4,10.0,7.6625,7.1208
2004-03-15,0.0,11.5,5.6,2.3,8.5,7.7625,6.8651
2004-03-16,0.0,13.3,-0.1,0.9,9.2,7.5208,6.5797
2004-03-17,0.0,22.9,2.1,2.9,9.5,9.175,6.3479
2004-03-18,21.0,19.3,3.7,4.2,0.0,7.8292,6.0141
2004-03-19,0.0,7.8,-1.0,1.6,9.6,6.1333,5.8875
2004-03-20,20.0,6.4,0.1,1.0,0.0,5.4458,5.9365
2004-03-21,0.0,10.1,-1.5,1.0,10.5,5.4375,6.1136
2004-03-22,9.0,7.4,0.5,1.6,0.0,5.6167,6.3162
2004-03-23,1.0,6.7,3.3,2.0,1.2,5.4792,6.576
2004-03-24,3.0,9.2,-0.5,1.1,4.5,5.6667,6.8151
2004-03-25,3.0,9.8,5.1,1.2,0.0,6.5042,7.0906
2004-03-26,8.0,12.2,0.3,1.1,3.2,6.8167,7.2797
2004-03-27,0.0,15.7,-1.8,1.0,11.3,6.525,7.3448
2004-03-28,0.0,16.2,-0.9,1.0,10.9,6.8625,7.4188
2004-03-29,0.0,22.0,2.3,1.3,10.0,7.0583,7.3365
2004-03-30,26.0,20.7,11.6,2.8,1.3,7.6958,7.263
2004-03-31,32.0,20.7,9.1,1.7,6.9,7.3917,7.1604
2004-04-01,0.0,18.2,3.8,1.2,10.6,7.8708,7.1359
2004-04-02,49.0,20.8,7.5,1.7,1.0,8.0167,6.9943
2004-04-03,0.0,19.8,8.1,2.5,10.3,7.3375,6.8917
2004-04-04,12.0,8.2,2.8,2.5,0.0,7.1167,6.8927
2004-04-05,1.0,11.3,1.5,1.6,10.2,6.2042,6.888
2004-04-06,0.0,20.6,0.3,1.3,8.7,6.4708,7.039
2004-04-07,0.0,19.8,6.4,1.5,9.5,6.875,7.1484
2004-04-08,13.0,12.8,3.0,1.9,7.1,7.1958,7.1463
2004-04-09,0.0,20.6,2.4,0.9,9.2,6.7375,7.2151
2004-04-10,0.0,18.9,6.2,1.0,11.3,7.1958,7.3906
2004-04-11,0.0,17.5,5.8,1.2,3.6,7.3458,7.4719
2004-04-12,0.0,25.1,4.8,1.3,9.7,7.0792,7.5344
2004-04-13,0.0,10.6,7.1,3.2,0.0,7.4125,7.6489
2004-04-14,2.0,18.7,7.8,0.9,1.9,7.3458,7.9005
2004-04-15,0.0,16.1,5.8,1.2,11.6,6.8583,8.0757
2004-04-16,0.0,23.3,5.8,2.0,10.0,7.7458,8.3023
2004-04-17,0.0,28.4,10.0,1.8,9.1,8.1417,8.2028
2004-04-18,0.0,20.8,6.8,1.9,11.3,7.8458,8.0335
2004-04-19,1.0,21.6,14.4,1.7,0.0,7.8458,8.0184
2004-04-20,4.0,28.9,9.5,2.0,7.3,7.9958,8.1408
2004-04-21,0.0,26.9,5.8,1.7,11.6,9.425,8.1976
2004-04-22,0.0,29.4,10.3,1.4,7.7,8.7474,7.884
2004-04-23,2.0,11.6,8.3,3.0,0.2,8.6708,7.7047
2004-04-24,1.0,15.0,2.0,1.0,9.2,6.95,7.6984
2004-04-25,0.0,18.2,1.1,1.5,11.9,6.7875,7.7818
2004-04-26,0.0,19.7,4.9,2.0,9.4,7.725,7.8547
2004-04-27,7.0,21.8,10.6,4.3,0.0,8.825,8.2458
2004-04-28,4.0,18.9,5.9,2.0,1.1,8.45,8.1427
2004-04-29,0.0,19.6,4.9,0.9,12.2,6.9167,7.9359
2004-04-30,0.0,26.1,4.0,1.0,9.3,7.3125,7.9766
2004-05-01,0.0,17.3,8.5,2.9,5.6,8.6208,7.987
2004-05-02,0.0,12.2,7.9,2.4,5.4,7.6167,7.8245
2004-05-03,0.0,18.2,9.0,2.2,0.1,7.3708,7.7026
2004-05-04,10.0,25.5,13.0,3.8,1.1,10.8542,7.5943
2004-05-05,8.0,12.6,10.0,2.3,0.0,8.0,7.1208
2004-05-06,0.0,14.2,9.7,1.7,0.0,6.7958,7.138
2004-05-07,0.0,21.6,6.8,1.2,11.3,7.2417,7.2776
2004-05-08,0.0,18.8,10.9,2.0,6.8,7.3958,7.4318
2004-05-09,10.0,20.8,12.3,1.6,0.0,7.3208,7.537
2004-05-10,15.0,21.0,14.3,1.3,0.0,6.6417,7.6969
2004-05-11,0.0,28.0,15.4,1.2,8.0,6.5042,8.1219
2004-05-12,0.0,19.2,13.5,1.3,3.8,7.0667,8.2396
2004-05-13,4.0,26.8,13.9,3.2,0.8,8.1375,8.3255
2004-05-14,2.0,24.0,12.9,1.7,3.1,7.9125,8.3667
2004-05-15,0.0,21.2,8.8,1.3,10.1,8.475,8.2833
2004-05-16,15.0,17.8,13.9,0.6,0.0,8.2375,8.0891
2004-05-17,0.0,24.8,14.8,1.1,0.0,8.6,7.8844
2004-05-18,0.0,20.8,12.8,1.0,0.0,10.0417,7.6427
2004-05-19,21.0,19.9,12.6,0.9,0.1,7.4458,7.3927
2004-05-20,18.0,14.7,12.4,2.6,0.0,7.7542,7.551
2004-05-21,62.0,22.4,10.8,3.0,4.3,8.4667,7.7162
2004-05-22,1.0,11.0,9.6,2.1,0.0,7.2458,7.8505
2004-05-23,2.0,11.9,9.7,1.8,0.0,6.9208,8.0636
2004-05-24,3.0,19.8,9.5,1.2,8.5,6.6,8.5208
2004-05-25,0.0,22.5,9.5,1.2,10.1,6.6667,8.7771
2004-05-26,0.0,27.4,10.3,2.3,3.4,8.0417,8.9453
2004-05-27,0.0,24.6,17.5,2.8,0.1,8.7125,8.9386
2004-05-28,0.0,26.6,17.9,2.9,1.7,9.075,8.9589
2004-05-29,0.0,29.1,17.8,2.2,9.1,9.5417,8.999
2004-05-30,0.0,31.3,17.6,1.4,9.0,8.95,8.8628
2004-05-31,6.0,31.3,14.8,4.3,8.9,10.5792,8.7456
2004-06-01,23.0,16.0,9.8,1.6,1.0,8.65,8.4758
2004-06-02,0.0,21.8,9.2,1.2,5.2,8.0125,8.3628
2004-06-03,0.0,21.5,8.6,1.0,7.8,7.9875,8.4852
2004-06-04,0.0,27.2,7.3,1.2,13.0,8.875,8.6857
2004-06-05,0.0,28.1,10.8,2.1,12.7,9.3958,8.7977
2004-06-06,6.0,24.7,14.8,1.3,0.4,8.4522,8.8013
2004-06-07,9.0,28.4,15.7,1.9,0.3,8.0125,8.9854
2004-06-08,2.0,22.5,13.1,3.0,0.0,8.4208,9.3625
2004-06-09,5.0,17.0,13.2,1.1,0.0,7.7458,9.6995
2004-06-10,2.0,24.4,15.4,0.8,0.0,8.9917,10.0672
2004-06-11,17.0,19.6,13.9,1.6,0.1,9.5917,10.2266
2004-06-12,10.0,23.6,14.4,1.3,0.6,9.7708,10.1927
2004-06-13,9.0,21.9,12.4,0.7,1.1,9.425,10.1594
2004-06-14,0.0,25.3,11.0,1.0,12.5,9.925,10.5599
2004-06-15,0.0,31.5,12.1,1.3,12.0,11.0292,10.8458
2004-06-16,0.0,18.4,10.8,2.0,10.5,11.1167,10.7323
2004-06-17,0.0,24.7,9.8,1.5,2.6,10.6875,10.7578
2004-06-18,0.0,30.5,16.8,2.3,3.3,10.2667,10.9094
2004-06-19,0.0,31.1,20.6,2.8,5.8,9.3208,11.137
2004-06-20,0.0,32.3,22.4,3.1,5.7,9.5042,11.5469
2004-06-21,1.0,29.3,24.0,5.3,0.1,12.6292,11.9161
2004-06-22,0.0,33.3,19.9,2.9,12.2,12.2125,12.274
2004-06-23,0.0,31.4,19.2,0.9,8.3,10.1208,12.714
2004-06-24,0.0,31.5,19.9,1.0,8.1,11.3208,13.3443
2004-06-25,10.0,28.2,16.4,2.0,0.0,11.9,13.8099
2004-06-26,0.0,23.0,15.7,2.0,0.8,12.0875,14.1682
2004-06-27,1.0,24.1,15.6,1.5,3.9,12.6,14.3693
2004-06-28,0.0,25.4,17.0,1.4,1.7,12.4583,14.7281
2004-06-29,0.0,33.7,17.6,1.2,3.9,15.4917,15.2458
2004-06-30,2.0,28.6,21.8,1.5,3.9,15.7333,15.2969
2004-07-01,0.0,23.6,17.5,2.4,9.2,15.1625,15.0151
2004-07-02,0.0,21.1,16.4,2.8,12.5,15.0458,14.8578
2004-07-03,0.0,21.5,15.2,2.0,11.2,14.7667,15.3162
2004-07-04,0.0,29.1,13.9,1.7,12.0,13.6958,15.7182
2004-07-05,0.0,31.0,22.6,3.7,0.0,15.4708,16.026
2004-07-06,0.0,34.5,23.9,1.8,4.1,16.6,15.9427
2004-07-07,0.0,31.4,20.8,1.3,11.4,15.9,15.6922
2004-07-08,0.0,29.6,19.7,1.5,8.2,13.4792,15.826
2004-07-09,0.0,30.8,19.9,1.2,8.9,13.9042,16.1161
2004-07-10,0.0,35.3,21.3,1.5,3.1,18.7125,16.489
2004-07-11,3.0,31.8,19.6,1.3,5.2,17.9833,16.3932
2004-07-12,0.0,24.6,18.9,1.4,0.0,16.1583,16.1677
2004-07-13,0.0,30.6,19.1,2.0,5.5,14.8042,15.7349
2004-07-14,0.0,26.3,19.2,1.5,1.5,14.5958,15.5411
2004-07-15,1.0,26.6,18.7,1.4,5.5,16.9708,15.2016
2004-07-16,8.0,33.2,21.3,1.0,1.8,15.8,14.674
2004-07-17,0.0,34.7,21.6,1.0,2.0,16.8875,14.5922
2004-07-18,4.0,34.4,21.9,0.9,8.6,17.9458,14.5219
2004-07-19,0.0,34.7,21.2,1.8,3.2,16.1792,13.513
2004-07-20,0.0,37.8,22.9,1.0,9.5,12.6958,12.1823
2004-07-21,0.0,35.1,23.0,0.9,5.1,13.2542,11.2667
2004-07-22,0.0,28.0,21.3,1.4,6.0,11.8792,10.2354
2004-07-23,0.0,32.6,21.0,2.2,8.1,12.75,9.3198
2004-07-24,0.0,35.2,23.2,2.4,5.7,15.1458,8.7667
2004-07-25,0.0,36.5,25.1,2.5,5.7,16.325,8.3625
2004-07-26,5.0,33.1,23.6,1.8,4.8,9.875,7.9193
2004-07-27,0.0,30.3,22.1,1.5,11.1,5.5333,8.3042
2004-07-28,2.0,26.7,21.9,2.3,0.1,5.3708,9.2557
2004-07-29,22.0,28.0,22.1,2.4,2.3,5.0042,10.3229
2004-07-30,2.0,31.4,23.5,1.7,6.0,4.5542,11.5312
2004-07-31,0.0,32.0,23.9,2.9,8.7,8.325,12.6438
2004-08-01,0.0,32.5,23.5,3.2,9.5,11.9125,13.3333
2004-08-02,0.0,32.8,22.1,2.8,10.4,12.7792,13.6745
2004-08-03,0.0,33.4,22.6,2.0,6.3,12.9542,14.4016
2004-08-04,1.0,33.4,21.3,1.5,6.2,13.1458,14.7823
2004-08-05,0.0,33.0,24.7,3.2,5.1,13.9083,15.1188
2004-08-06,0.0,35.4,25.1,2.5,7.5,14.6708,15.3802
2004-08-07,0.0,33.2,23.3,1.7,3.3,13.4542,15.6458
2004-08-08,0.0,33.7,22.8,2.3,6.2,13.8417,16.1266
2004-08-09,0.0,35.3,21.4,2.2,9.6,14.6417,16.6557
2004-08-10,2.0,35.4,23.4,1.5,7.4,18.5958,16.9562
2004-08-11,0.0,29.7,20.6,1.0,5.8,16.0,16.7323
2004-08-12,0.0,32.8,19.1,1.1,7.1,15.8375,16.8927
2004-08-13,0.0,31.5,20.7,1.3,10.8,16.0,16.8901
2004-08-14,0.0,33.2,20.7,1.4,5.3,16.7958,16.4167
2004-08-15,35.0,23.2,15.6,1.1,0.0,17.3,15.8198
2004-08-16,0.0,30.6,14.1,0.9,8.9,18.075,15.1755
2004-08-17,1.0,25.7,21.1,1.6,0.5,17.0458,14.6333
2004-08-18,1.0,35.2,21.1,2.6,7.8,16.8042,13.925
2004-08-19,0.0,35.9,24.2,3.4,10.6,17.2833,13.2052
2004-08-20,0.0,35.7,21.5,3.1,11.8,15.8167,12.6969
2004-08-21,0.0,26.8,19.2,1.1,7.5,12.2125,12.5318
2004-08-22,0.0,25.3,19.0,1.5,0.8,12.0208,12.6401
2004-08-23,12.0,22.1,19.5,1.2,0.0,12.1458,12.6547
2004-08-24,0.0,30.8,19.8,0.9,1.6,13.7375,13.2328
2004-08-25,0.0,26.3,18.1,1.3,7.0,11.3792,12.9167
2004-08-26,1.0,26.1,18.2,1.4,3.0,11.0458,12.9583
2004-08-27,2.0,23.8,19.8,2.6,1.5,13.2167,12.9599
2004-08-28,0.0,22.2,19.9,2.7,0.0,14.4958,12.5979
2004-08-29,48.0,20.6,19.1,2.3,0.0,13.0792,11.8615
2004-08-30,0.0,30.3,20.3,2.0,2.0,12.1375,11.3078
2004-08-31,6.0,33.0,23.7,4.5,4.5,16.7708,10.9443
2004-09-01,0.0,31.3,20.2,1.0,10.7,11.2083,10.2114
2004-09-02,0.0,25.2,20.6,2.0,8.6,11.7125,9.8438
2004-09-03,0.0,28.9,20.6,1.3,5.3,11.0583,9.3495
2004-09-04,75.0,23.1,19.7,1.3,0.0,10.3208,8.988
2004-09-05,15.0,23.1,19.7,0.8,0.0,8.6042,8.6552
2004-09-06,0.0,29.5,20.8,1.1,2.3,8.65,8.5568
2004-09-07,10.0,31.6,24.7,3.8,3.2,9.2292,8.5271
2004-09-08,0.0,33.2,23.0,4.1,10.2,10.9083,8.2219
2004-09-09,5.0,26.3,19.9,1.9,9.1,8.2667,7.6484
2004-09-10,4.0,25.1,19.6,1.2,5.5,7.7583,7.5146
2004-09-11,0.0,23.7,18.7,1.8,7.7,8.1667,7.5948
2004-09-12,0.0,25.6,16.9,1.1,11.0,7.6583,7.776
2004-09-13,0.0,31.2,17.4,1.8,6.8,7.8167,7.8812
2004-09-14,0.0,32.8,20.6,1.3,7.3,8.4125,8.0219
2004-09-15,0.0,22.9,15.6,2.5,11.2,6.7875,8.0537
2004-09-16,0.0,24.0,11.7,1.2,11.1,6.3208,8.3474
2004-09-17,0.0,28.8,15.0,0.7,3.3,7.1958,8.737
2004-09-18,0.0,31.1,19.0,1.9,3.8,8.4,8.9391
2004-09-19,0.0,30.7,22.5,2.8,7.6,9.6167,8.9391
2004-09-20,0.0,30.5,20.8,1.3,2.6,8.5,8.7068
2004-09-21,0.0,32.4,22.8,3.1,9.0,8.9417,8.5401
2004-09-22,1.0,25.2,19.9,2.4,3.7,8.6667,8.2708
2004-09-23,0.0,23.9,19.0,2.4,5.4,9.1375,8.0734
2004-09-24,0.0,23.0,19.5,2.1,0.1,9.4375,7.8578
2004-09-25,25.0,22.6,20.5,1.7,0.0,8.8125,7.6766
2004-09-26,24.0,20.7,18.3,2.6,0.0,8.4,7.6479
2004-09-27,19.0,19.0,18.0,2.0,0.0,7.7583,7.5323
2004-09-28,0.0,22.9,17.6,1.5,3.0,7.1667,7.3812
2004-09-29,25.0,22.4,19.5,2.5,0.0,6.7875,7.2906
2004-09-30,7.0,29.9,15.3,3.1,7.0,7.0875,7.2719
2004-10-01,0.0,23.3,11.7,0.9,10.3,7.4125,7.2042
2004-10-02,0.0,27.3,11.3,0.8,9.9,7.9875,7.225
2004-10-03,64.0,20.8,15.5,3.1,0.0,8.5833,7.0338
2004-10-04,0.0,18.4,15.8,2.4,0.0,7.475,6.7333
2004-10-05,62.0,17.7,16.6,3.0,0.0,6.55,6.5
2004-10-06,5.0,22.0,12.7,1.6,7.0,6.4417,6.4234
2004-10-07,0.0,22.9,9.8,0.7,9.5,6.6375,6.362
2004-10-08,25.0,17.8,10.2,1.0,0.0,6.5458,6.1682
2004-10-09,188.0,19.3,16.8,4.4,0.0,7.5792,5.9104
2004-10-10,0.0,19.6,16.8,2.0,0.1,6.4583,5.5448
2004-10-11,8.0,19.0,16.7,0.8,0.0,6.1792,5.2698
2004-10-12,14.0,21.6,16.5,0.4,0.2,5.6083,5.0099
2004-10-13,22.0,18.5,15.6,1.6,0.0,5.9375,4.9068
2004-10-14,0.0,18.9,11.7,2.2,2.3,5.95,4.9396
2004-10-15,0.0,21.0,8.6,1.0,9.8,5.0875,5.0026
2004-10-16,0.0,16.2,10.0,0.9,0.0,4.4833,5.1182
2004-10-17,0.0,17.5,7.9,2.0,9.8,4.6542,5.251
2004-10-18,0.0,18.8,7.5,1.3,8.8,4.2583,5.3047
2004-10-19,17.0,17.6,11.9,0.8,0.0,4.1,5.3958
2004-10-20,139.0,23.8,15.9,3.5,0.0,4.7833,5.5177
2004-10-21,14.0,19.1,10.1,2.3,0.5,6.2,5.4448
2004-10-22,0.0,20.8,8.6,0.6,5.3,6.4542,5.1271
2004-10-23,0.0,18.8,9.4,0.9,7.7,6.0125,4.7562
2004-10-24,0.0,17.1,5.7,0.9,7.6,5.5458,4.4568
2004-10-25,0.0,19.6,12.1,0.7,2.5,5.0833,4.2349
2004-10-26,17.0,16.7,10.8,1.7,0.0,4.9875,4.1833
2004-10-27,0.0,13.5,7.4,1.7,2.8,5.075,4.0901
2004-10-28,0.0,14.4,2.6,1.0,9.2,4.2,3.9349
2004-10-29,0.0,17.0,2.6,0.9,9.1,3.6583,3.8948
2004-10-30,11.0,16.4,8.6,1.2,0.0,3.4875,3.9505
2004-10-31,38.0,20.0,16.0,1.3,1.0,3.6167,4.0583
2004-11-01,2.0,18.9,15.3,1.0,0.0,3.7708,4.1677
2004-11-02,1.0,21.0,14.1,1.1,5.7,4.6708,4.1505
2004-11-03,0.0,21.0,12.9,1.6,7.5,4.2417,4.0401
2004-11-04,0.0,20.8,9.0,0.8,8.8,3.8333,4.0193
2004-11-05,0.0,21.0,6.7,0.5,8.5,3.8792,4.0323
2004-11-06,0.0,19.6,10.6,0.9,5.9,4.1042,4.0682
2004-11-07,0.0,19.5,8.8,1.5,7.9,4.35,4.024
2004-11-08,0.0,18.4,9.1,1.3,6.2,4.4917,3.8797
2004-11-09,0.0,21.4,7.3,0.4,8.2,3.6333,3.6979
2004-11-10,0.0,20.0,7.2,0.8,7.9,3.7875,3.6797
2004-11-11,0.0,21.0,10.7,1.6,1.3,4.075,3.613
2004-11-12,14.0,20.3,14.8,1.3,0.2,3.9375,3.5609
2004-11-13,0.0,16.4,6.2,1.4,6.1,4.1667,3.576
2004-11-14,3.0,13.0,9.4,1.5,0.0,3.75,3.6047
2004-11-15,29.0,13.2,8.7,0.8,0.0,3.1958,3.7052
2004-11-16,0.0,14.9,4.4,1.0,4.6,3.0375,3.8927
2004-11-17,0.0,17.6,3.0,0.7,5.0,3.4875,3.9854
2004-11-18,13.0,14.9,6.4,1.0,0.0,3.2542,4.0724
2004-11-19,11.0,14.3,11.3,1.5,0.0,3.6583,4.1849
2004-11-20,2.0,17.1,9.4,0.7,6.3,4.0583,4.4885
2004-11-21,4.0,16.7,5.6,0.9,,4.3958,4.651
2004-11-22,0.0,17.3,5.6,1.0,4.8,4.5542,4.6964
2004-11-23,0.0,18.0,3.1,0.5,7.7,4.6958,4.6323
2004-11-24,0.0,18.7,5.3,0.5,4.8,3.7792,4.5406
2004-11-25,0.0,18.0,3.2,0.5,7.2,4.1833,4.5844
2004-11-26,0.0,17.7,1.7,1.0,1.3,4.1542,4.5437
2004-11-27,0.0,18.8,4.0,1.5,7.9,6.0875,4.5333
2004-11-28,0.0,17.1,1.4,0.6,5.8,5.3583,4.5578
2004-11-29,0.0,13.6,1.9,0.7,3.0,4.7583,4.6708
2004-11-30,0.0,11.0,0.8,1.1,3.5,4.0417,4.4286
2004-12-01,0.0,14.1,-0.3,0.6,7.1,3.9625,4.164
2004-12-02,0.0,14.4,-0.3,0.8,7.5,4.1292,4.2497
2004-12-03,0.0,14.7,-2.4,0.5,7.7,3.8583,4.1997
2004-12-04,7.0,14.2,0.7,0.4,1.1,4.0708,4.17
2004-12-05,28.0,24.1,9.7,3.2,3.5,6.2833,4.0778
2004-12-06,0.0,13.1,0.8,1.5,7.7,6.2625,3.7383
2004-12-07,0.0,12.4,-0.1,0.3,1.4,2.8208,3.4513
2004-12-08,0.0,16.0,-0.3,1.1,7.7,1.925,3.5685
2004-12-09,0.0,10.7,5.6,2.7,0.0,4.6478,3.7763
2004-12-10,0.0,16.3,5.8,1.1,2.3,3.7292,3.6844
2004-12-11,0.0,16.3,3.0,0.7,6.2,3.6208,3.749
2004-12-12,3.0,9.9,2.9,1.5,0.0,3.3333,3.8943
2004-12-13,0.0,16.0,4.0,1.0,7.1,3.5667,4.0089
2004-12-14,0.0,10.3,0.8,1.0,3.6,3.9667,4.0349
2004-12-15,0.0,12.9,3.4,1.3,0.0,3.7583,4.0646
2004-12-16,0.0,17.6,6.3,1.6,6.5,3.5875,4.0583
2004-12-17,0.0,12.2,0.8,1.0,7.6,3.9125,4.0266
2004-12-18,0.0,12.4,2.2,1.0,5.5,4.2458,3.9312
2004-12-19,0.0,12.1,0.6,1.9,6.3,4.7833,3.8057
2004-12-20,0.0,11.3,6.8,1.5,0.0,4.25,3.6516
2004-12-21,0.0,12.3,4.0,1.5,7.5,3.775,3.6
2004-12-22,0.0,12.2,0.3,1.2,4.9,4.2042,3.6932
2004-12-23,0.0,9.7,-2.1,1.0,7.4,3.7083,3.7203
2004-12-24,0.0,10.1,-4.7,0.7,7.5,3.3333,3.8709
2004-12-25,0.0,11.4,-1.7,0.6,7.4,3.15,4.0792
2004-12-26,0.0,9.6,-2.6,1.0,5.7,3.2417,4.3105
2004-12-27,0.0,10.0,-3.6,1.0,7.6,3.55,4.5303
2004-12-28,0.0,9.4,-2.6,1.1,7.6,3.8375,4.7115
2004-12-29,29.0,6.4,-0.1,2.1,0.0,4.5208,4.8568
2004-12-30,0.0,6.3,-3.4,0.8,7.4,4.4208,5.099
2004-12-31,15.0,7.3,-2.9,1.8,0.0,4.913,5.1048
2005-01-01,0.0,7.9,-3.1,1.1,5.0,5.0,4.9172
2005-01-02,0.0,7.9,-6.0,0.5,7.6,5.0,4.7776
2005-01-03,0.0,11.6,-4.3,1.1,7.2,5.0,4.6078
2005-01-04,0.0,16.5,2.7,1.2,5.1,5.0,4.563
2005-01-05,0.0,6.8,-2.9,1.1,7.1,5.0,4.4
2005-01-06,0.0,6.3,-5.5,1.0,0.2,6.4583,4.2531
2005-01-07,0.0,13.0,-0.9,0.8,7.5,4.4667,3.9245
2005-01-08,0.0,7.5,-2.9,1.4,7.6,3.4125,3.8203
2005-01-09,0.0,9.7,-5.0,1.3,7.7,3.8833,4.1349
2005-01-10,0.0,8.4,-7.4,0.7,7.7,3.6417,4.4573
2005-01-11,0.0,9.4,-4.4,0.9,7.1,4.6417,4.713
2005-01-12,0.0,6.5,-6.3,1.3,5.5,3.6958,4.8651
2005-01-13,0.0,10.2,-5.1,0.6,7.8,3.825,5.0312
2005-01-14,0.0,9.9,-4.3,1.1,7.2,3.8292,5.1734
2005-01-15,34.0,9.9,4.9,3.2,0.0,3.6333,5.1745
2005-01-16,113.0,10.5,3.3,4.5,0.0,5.9292,5.1662
2005-01-17,0.0,9.4,-0.9,0.8,4.8,6.4625,4.8755
2005-01-18,0.0,11.1,-3.4,0.6,8.0,5.6875,4.4906
2005-01-19,0.0,8.6,-0.5,1.0,0.8,5.8583,4.1557
2005-01-20,0.0,11.0,-1.3,1.4,7.8,5.025,3.8385
2005-01-21,0.0,8.7,-1.4,1.9,6.7,4.9625,3.625
2005-01-22,0.0,7.8,-4.1,0.8,7.8,3.8375,3.4281
2005-01-23,0.0,5.2,-4.3,1.0,0.0,3.5667,3.4484
2005-01-24,0.0,8.0,-1.3,1.2,4.2,3.6042,3.6026
2005-01-25,0.0,10.3,-2.9,0.9,7.3,3.3833,3.8521
2005-01-26,7.0,5.4,-2.5,0.8,0.9,3.0083,4.2021
2005-01-27,0.0,8.6,-4.6,0.8,7.4,3.3208,4.5
2005-01-28,0.0,8.8,-3.2,1.2,6.9,3.3167,4.8016
2005-01-29,3.0,11.0,-2.8,0.5,4.9,3.3875,5.126
2005-01-30,0.0,8.8,0.3,1.7,8.2,4.0,5.3599
2005-01-31,0.0,9.0,-2.1,0.6,7.6,4.8,5.525
2005-02-01,0.0,7.4,-3.9,1.5,6.8,5.6,5.5255
2005-02-02,0.0,7.8,-3.8,1.3,7.7,6.1833,5.3042
2005-02-03,0.0,8.3,-6.0,0.9,6.6,5.3917,5.0141
2005-02-04,0.0,10.3,-5.3,0.7,8.3,5.7333,4.8271
2005-02-05,0.0,9.4,-5.1,1.3,8.8,5.9125,4.5849
2005-02-06,0.0,9.2,-5.6,0.9,8.0,5.2583,4.3276
2005-02-07,0.0,8.0,-6.0,0.9,6.1,5.3208,4.1417
2005-02-08,9.0,4.4,1.7,1.4,0.0,4.8042,3.9708
2005-02-09,0.0,10.2,-2.4,0.8,5.8,3.8292,3.9188
2005-02-10,2.0,13.9,2.0,1.0,4.9,3.8625,4.0323
2005-02-11,0.0,8.1,-3.0,1.7,9.0,3.8958,4.188
2005-02-12,0.0,7.1,-5.2,1.3,7.4,3.7958,4.3812
2005-02-13,0.0,5.8,-2.9,0.7,1.4,3.8542,4.5818
2005-02-14,0.0,8.9,-4.5,0.8,9.1,3.7708,4.8146
2005-02-15,0.0,12.1,-1.5,1.4,8.9,3.9542,5.0927
2005-02-16,16.0,7.0,2.3,3.0,0.0,4.3875,5.3635
2005-02-17,0.0,10.1,0.5,0.9,4.8,4.7375,5.5755
2005-02-18,0.0,6.9,-1.7,2.3,3.9,5.1083,5.6823
2005-02-19,14.0,5.8,3.7,2.6,0.0,5.4417,5.8052
2005-02-20,1.0,10.9,2.1,2.0,1.2,5.4,5.9245
2005-02-21,1.0,7.9,-1.4,1.5,6.7,5.7167,5.9578
2005-02-22,0.0,10.7,-3.6,0.9,9.6,5.9958,5.9641
2005-02-23,0.0,17.9,-2.5,1.5,9.6,6.1208,5.9552
2005-02-24,13.0,7.0,-1.8,2.3,4.4,6.0833,5.8495
2005-02-25,13.0,4.2,0.3,1.7,0.0,5.5917,5.8807
2005-02-26,0.0,6.3,-4.2,1.6,9.3,6.0917,5.8182
